track_name,artists,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Hotline Bling (Piano Arrangement),The Theorist,7hrWRhCCAE7kBfVBkXLEdT,Acoustic,0.98,0.425,232229,0.226,0.915,5,0.096,-16.979,1,0.041,125.398,0.066
Cool Kids (Instrumental Version),Steve Petrunak,3AEV3hR5adfBog5CLhsWVS,Acoustic,0.909,0.761,242505,0.469,0.864,8,0.13,-7.674,1,0.056,130.076,0.554
Prayer in C - Acoustic Guitar Version,The Man on Guitar,0ATgOdkIvNNgpTnZJQp4Ck,Acoustic,0.128,0.886,203522,0.43,0.879,0,0.06,-12.156,1,0.118,122.999,0.378
La Mer Peu Profonde,The Ballroom Thieves,0qlwfXNM5YTxYzLMtZuTym,Acoustic,0.833,0.543,60387,0.148,0.881,5,0.11,-17.457,1,0.069,134.084,0.421
Wake Me Up (Instrumental),Gavin Mikhail,6JIViGhL0pnDwDNlWqUmyz,Acoustic,0.983,0.256,260551,0.395,0.872,8,0.174,-12.036,1,0.054,178.171,0.151
Game of Thrones Medley,2CELLOS,0LLK7yaku9bb3QAuf3py93,Acoustic,0.934,0.119,304227,0.594,0.91,5,0.105,-9.736,0,0.057,84.566,0.147
Coming Home,Ely Jaffe,4uEWUbAmN8CY8GwGEfVFTv,Acoustic,0.323,0.537,167868,0.514,0,11,0.087,-6.247,0,0.052,136.545,0.462
Habits (Stay High) [Instrumental Version],Steve Petrunak,16MH7WjEbCNGzH9PrIMgfi,Acoustic,0.911,0.738,209925,0.547,0.89,5,0.112,-8.592,1,0.047,110.015,0.22
The Lazy Song,The Shady Ukulele Band,2QI0djAPzksbQQiQZH5vqU,Acoustic,0.799,0.712,192836,0.481,0.83,11,0.084,-12.396,1,0.094,174.961,0.747
Wrecking Ball,Bernard Dubicki,602bRvSIzuRyPUllVvhwUA,Acoustic,0.993,0.401,260576,0.065,0.917,9,0.103,-22.219,1,0.048,199.585,0.157
All of Me,Ellen Courtois,6p711pj5pLIa6mVJrk2PAx,Acoustic,0.968,0.603,234543,0.095,0.927,5,0.114,-19.221,1,0.037,71.972,0.073
When I Was Your Man (Instrumental Version),The O'Neill Brothers Group,3zk7fxSrDMzWGtp5Mh7k2J,Acoustic,0.846,0.569,210860,0.211,0.891,7,0.107,-13.589,1,0.032,147.865,0.175
Little Lion Man (Instrumental Version),The O'Neill Brothers Group,3UUmzrGEeNZoffRWu7gKrJ,Acoustic,0.501,0.532,211952,0.415,0.922,5,0.105,-14.672,1,0.03,141.827,0.266
Californication - Acoustic Guitar Cover,The Man on Guitar,31KYw8j2NCgeDaTWrlTm0D,Acoustic,0.927,0.642,206234,0.281,0.87,9,0.095,-12.216,0,0.057,171.883,0.275
Sweet Child O' Mine,Trace Bundy,1OyrFYSp3fnpXakgTz4yxw,Acoustic,0.792,0.657,264720,0.399,0.913,7,0.151,-11.974,1,0.041,113.973,0.726
A Thousand Years,The Piano Guys,0E0xI4AgMNU7UkwBt3FCVN,Acoustic,0.989,0.23,275973,0.217,0.892,10,0.084,-13.464,1,0.039,157.084,0.156
I'm Yours,Instrumental Pop Players,17ByZJPIM4RoKxeWbKtltD,Acoustic,0.498,0.557,249130,0.441,0.797,11,0.141,-8.27,1,0.039,154.115,0.37
Black Hole Sun,Ramin Djawadi,7Ap7h823EAc1GBj6JKHBEK,Acoustic,0.985,0.759,148760,0.253,0.887,5,0.112,-15.709,0,0.051,98.984,0.266
"Hey, Soul Sister",Acoustic Guitar Tribute Players,0oqAf7pxrRFIj9hlebCRAQ,Acoustic,0.761,0.654,216921,0.593,0.883,4,0.084,-6.529,1,0.048,97.006,0.483
Cry Me A River,David Garrett,4qEPcXwif4thULut32oPqK,Acoustic,0.542,0.57,195784,0.486,0.588,8,0.116,-9.283,0,0.047,76.968,0.656
Use Somebody,Instrumental Pop Songs,6Ku0bY5NhoSq9kU1fYz8BH,Acoustic,0.887,0.75,232548,0.31,0.907,5,0.128,-12.534,1,0.066,133.921,0.218
Skyfall,Ely Jaffe,31J06ok5AORJFFF3xDVste,Acoustic,0.522,0.531,205411,0.424,0.891,0,0.158,-4.393,0,0.03,76.072,0.092
All Of Me Violin Cover,Alison Sparrow,2vcvckOg239y6j18Ei3JV0,Acoustic,0.904,0.491,281428,0.239,0,8,0.082,-13.648,1,0.035,125.865,0.198
Angi,Davy Graham,2wxpgRChMOPsE9lebeEzMj,Acoustic,0.961,0.475,147067,0.07,0.891,0,0.13,-22.699,0,0.047,153.597,0.497
Stay (Instrumental Version),The O'Neill Brothers Group,7MfTO5QDPGGWD846Ar0Sva,Acoustic,0.436,0.796,215719,0.415,0.797,9,0.108,-13.755,0,0.051,120.999,0.572
The A Team (Angels To Fly) (Instrumental),Gavin Mikhail,5EufMaUYHnFgnNE3C2wLd0,Acoustic,0.986,0.554,291424,0.312,0.927,8,0.112,-16.227,1,0.048,78.998,0.169
Smells Like Teen Spirit,David Garrett,3FT92lQ7y5LzT2QOlhuwTg,Acoustic,0.157,0.497,247600,0.857,0.936,4,0.1,-5.525,0,0.056,115.989,0.166
Beautiful Boy,Bill Frisell,61gyeuR4ESBZqktbqsJhDt,Acoustic,0.173,0.517,207987,0.493,0.541,2,0.107,-8.917,1,0.028,120.882,0.366
Skinny Love (Instrumental),Gavin Mikhail,4qJYasnpFJQSIQl555fs7p,Acoustic,0.983,0.717,239940,0.077,0.933,11,0.141,-12.299,1,0.065,132.076,0.107
Come Together,Trevor Gordon Hall,0pMBUD69Fl5Yxa9X9oV3qc,Acoustic,0.024,0.685,338560,0.608,0.838,4,0.082,-7.36,1,0.063,168.367,0.606
Neanderthal,Kaki King,6dLkbgtwhk5vzSLhbRlW8A,Acoustic,0.87,0.237,268040,0.317,0.939,6,0.11,-15.322,1,0.039,111.312,0.204
Across the Universe,Stephen Bennett,5JeB0aWdpAZr5fR2cgHc5w,Acoustic,0.949,0.747,239960,0.167,0.824,1,0.108,-16.378,1,0.066,77.926,0.107
In My Life,Bill Frisell,1Aod0worDm2ctoIbiLMmLp,Acoustic,0.609,0.427,245227,0.266,0.438,9,0.098,-12.726,1,0.03,79.777,0.141
Hey Jude,Stephen Bennett,220cgqZrOmpWb4QGLrwmTR,Acoustic,0.904,0.252,207347,0.262,0.934,5,0.09,-14.57,1,0.036,182.482,0.499
You Found Me (made famous by The Fray ),St. Martin's Symphony Of Los Angeles,0IPl0wpJXJTBFKgYnNxEFT,Acoustic,0.908,0.181,241974,0.383,0.929,8,0.125,-10.335,0,0.033,75.994,0.241
Blackbird (Arr. for Classical Guitar),Dieter Max,3AvE9LrlIkqtH32RKm5DwE,Acoustic,0.952,0.272,133659,0.18,0.912,7,0.115,-17.314,1,0.037,101.115,0.289
Let It Go,The Piano Guys,1wpyVNJcutD5uYyjDreWaW,Acoustic,0.809,0.602,241840,0.667,0.892,8,0.109,-7.55,1,0.032,140.038,0.489
You've Got To Hide Your Love Away,Bill Frisell,5p1p8YYZXlMJAaYEQE2ZZx,Acoustic,0.45,0.294,310867,0.416,0.439,7,0.115,-8.243,1,0.027,76.472,0.206
The Long and Winding Road,Trevor Gordon Hall,41XWMcA73Z3snk9XpzeskX,Acoustic,0.253,0.486,229027,0.359,0.413,4,0.166,-11.556,1,0.034,134.214,0.241
Love Story (made famous by Taylor Swift ),St. Martin's Symphony Of Los Angeles,1URUMa7E9Rzd96i7Z9rFRd,Acoustic,0.857,0.48,234500,0.396,0.901,2,0.114,-8.567,1,0.032,119.95,0.124
I Will Wait,2CELLOS,2QYddNy8VSCk1mKP3eDN7H,Acoustic,0.235,0.363,247413,0.625,0.82,7,0.63,-7.518,1,0.081,148.967,0.209
Show You,Marshmello,1KDX8TC34n6CNryBEEMclR,EDM,0,0.507,177465,0.969,0.935,10,0.173,-3.643,1,0.04,142.006,0.242
Find Me,Marshmello,6aWiGv6hPG0o3ri7QHNs8t,EDM,0,0.557,180000,0.889,0,0,0.325,-4.045,1,0.05,142.015,0.173
Know Me,Marshmello,1aS1uzcAC14lduwuNJZjqE,EDM,0.006,0.664,206197,0.844,0.003,5,0.542,-5.012,0,0.041,142.056,0.557
Keep It Mello (feat. Omar LinX),"Omar LinX, Marshmello",0Q3SC6kEhxYagDP3bFe5K9,EDM,0.001,0.686,243380,0.888,0.001,1,0.074,-3.348,1,0.086,142.015,0.108
SOS,"stereoGO, Brandon Fox",4WCNiW7DJFE6h94q5NPZmZ,EDM,0.005,0.704,191000,0.933,0,6,0.113,-4.186,0,0.144,149.924,0.447
Be Right There,"Diplo, Sleepy Tom",59ZSmCCe6Ao1qtptCqX9Tk,EDM,0.003,0.695,237051,0.797,0.112,7,0.664,-5.199,1,0.055,124.972,0.297
In My Room (feat. Ty Dolla $ign & Tyga),"Mustard, Yellow Claw, Tyga, Ty Dolla $ign",1xQv4unOladJFtLUOy2eb7,EDM,0.002,0.745,168641,0.869,0,6,0.08,-4.375,1,0.044,104.015,0.814
Strangers,"Seven Lions, Myon & Shane 54, Tove Lo",2U0pVx4m1Kdm1Gsjjm6iq8,EDM,0.013,0.577,204213,0.691,0,0,0.124,-7.437,0,0.039,129.984,0.507
Until You Were Gone,"The Chainsmokers, Tritonal, Emily Warren",12MqM3S0fTvR6X4Jt1Xvn6,EDM,0.054,0.577,215625,0.698,0,1,0.131,-4.773,1,0.045,128.061,0.324
Something Better,"Audien, Lady Antebellum",33lXq3csEWwYNn6x0sM3Et,EDM,0.062,0.561,212619,0.837,0,2,0.254,-2.563,1,0.066,126.012,0.445
Untouchable,"Tritonal, Cash Cash",05dL7chWJaVjMJnGO1YCKk,EDM,0.066,0.542,228837,0.795,0,7,0.313,-3.131,1,0.038,128.959,0.251
Leaving You,"Audien, Michael S.",22qUyTlEvJf6DAlyQjMADe,EDM,0.021,0.638,212427,0.74,0,9,0.142,-4.928,0,0.058,128.045,0.454
All We Need (feat. Shy Girls),"ODESZA, Shy Girls",5jnp8E61wcoF6qIEtDHQnJ,EDM,0.004,0.644,211200,0.848,0.017,4,0.063,-4.952,0,0.051,99.989,0.283
Firestone (feat. Conrad Sewell),"Kygo, Conrad Sewell",2sNvitW3TxiTeC9xT9f2ZZ,EDM,0.408,0.486,273684,0.652,0,11,0.077,-7.226,0,0.052,113.055,0.391
Say My Name (feat. Zyra),"ODESZA, Zyra",1LeItUMezKA1HdCHxYICed,EDM,0.004,0.749,262957,0.745,0.395,6,0.075,-7.367,0,0.048,115.048,0.347
Let You Go - Radio Edit,"The Chainsmokers, Great Good Fine Ok",2Mh0jU5IyRTQfpyMnvki5Z,EDM,0.276,0.59,218973,0.887,0,5,0.08,-2.851,1,0.093,126.029,0.258
Blame - R3HAB Trap Remix,"Calvin Harris, John Newman, R3HAB",0wRaAh1Km76Blq4qMJjjvN,EDM,0.029,0.614,212093,0.911,0,0,0.135,-4.102,0,0.044,141.941,0.175
Runaway (U & I),Galantis,46lFttIf5hnUZMGvjK0Wxo,EDM,0.007,0.506,227074,0.805,0.002,1,0.086,-4.119,1,0.047,126.008,0.383
Often - Kygo Remix,"The Weeknd, Kygo",27NV2KxoQ8WuLMqlTDI61F,EDM,0.123,0.523,234400,0.491,0,7,0.331,-9.876,0,0.049,80.156,0.408
Middle,"DJ Snake, Bipolar Sunshine",2bKhIGdMdcqCqQ2ZhSv5nE,EDM,0.018,0.564,220573,0.737,0,9,0.054,-4.079,1,0.041,104.764,0.211
Till It Hurts (feat. Ayden),"Yellow Claw, Ayden",6hJSH3jS9jG6khVclppBJw,EDM,0.001,0.55,188680,0.893,0,8,0.158,-4.048,1,0.031,144.982,0.278
Shotgun (feat. Rochelle),"Yellow Claw, Rochelle",2LGfcxG9LcDOxnltIPE1Zq,EDM,0.013,0.664,193893,0.907,0.176,4,0.26,-3.213,0,0.033,144.956,0.226
Smoke Filled Room,Mako,4f13AaRyukUTWleyKXaRDh,EDM,0.024,0.574,195503,0.731,0,11,0.078,-4.582,1,0.066,127.925,0.402
Take Ü There (feat. Kiesza),"Jack Ü, Skrillex, Diplo, Kiesza",2RpKh7kXSdO8NLrW9VQ46p,EDM,0.052,0.542,210000,0.879,0,6,0.171,-1.427,0,0.092,159.888,0.118
Coming Over,"Dillon Francis, Kygo, James Hersey",6m3ZWIXhjoV76syT1j2oE9,EDM,0.227,0.631,178333,0.661,0,5,0.166,-5.5,0,0.1,174.031,0.698
Candyman,"Zedd, Aloe Blacc",0NWQTyapmz4GuDTSN9xTB7,EDM,0.023,0.573,178920,0.875,0,2,0.356,-4.057,0,0.052,149.974,0.235
Anchor,Tritonal,69mlHIPayAZVzC32RaVty5,EDM,0.008,0.536,216923,0.832,0,8,0.054,-3.762,1,0.041,130.069,0.175
Now Or Never - Radio Edit,"Tritonal, Phoebe Ryan",5cr2MqXUs0TGaDByQnKVnX,EDM,0.108,0.527,251250,0.809,0.01,6,0.104,-4.037,0,0.042,127.925,0.309
Running Out,"Matoma, Astrid S",2H8LPaY3NSjmOFMH2Rygnz,EDM,0.086,0.601,211200,0.682,0.004,10,0.132,-5.905,1,0.034,94.999,0.17
Catch Me (feat. Naaz),"Flux Pavilion, Yellow Claw, Naaz",2aLIBIlebwNpljSxFczUcL,EDM,0.036,0.56,162383,0.916,0.001,7,0.102,-3.328,0,0.066,144.933,0.585
Stay,"Kygo, Maty Noyes",7gBj0VgcuAgkXkiRRYvSmK,EDM,0.044,0.648,239465,0.736,0,8,0.171,-7.948,1,0.039,103.027,0.378
Inside Out,"The Chainsmokers, Charlee",7sG2bWi2eDtvX9vX8yC1Gn,EDM,0.003,0.545,233773,0.65,0,7,0.122,-5.853,0,0.032,143.937,0.121
I Wanna Know,"Alesso, Nico & Vinz",2kYqdSlrtovVMMIn6ykzba,EDM,0.076,0.651,240413,0.823,0,2,0.094,-3.632,1,0.033,115.946,0.505
Blackout - Radio Edit,"Tritonal, Steph Jones",2qJLp4SATqV1OP5IDN7SMl,EDM,0.233,0.529,211690,0.739,0.001,7,0.112,-2.62,0,0.03,141.889,0.183
Us,"Kaskade, CID",6RXdg3NwyLU5pHUwkZq6VA,EDM,0.009,0.643,195333,0.87,0,11,0.058,-5.035,1,0.057,124.961,0.193
Disarm You (feat. Ilsey),"Kaskade, Ilsey",3xQjivjUZ4KnUslduTEYKC,EDM,0.043,0.446,221133,0.793,0,5,0.159,-3.912,0,0.056,127.799,0.313
SummerThing!,"Afrojack, Mike Taylor",1KcnJTiXJXAqW5bB7zpkBC,EDM,0.057,0.707,235344,0.77,0,0,0.294,-5.45,1,0.075,130.053,0.762
If I Lose Myself - Alesso vs OneRepublic,"OneRepublic, Alesso",1hZk9dktp4yRFTm0TrycuH,EDM,0.219,0.523,214813,0.782,0,2,0.133,-4.846,1,0.041,125.998,0.164
Get Low,"Dillon Francis, DJ Snake",3oZoXyU0SkDldgS7AcN4y4,EDM,0.028,0.674,212773,0.932,0.71,11,0.684,-4.424,0,0.086,101.033,0.728
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)","Cash Cash, Busta Rhymes, B.o.B, Neon Hitch",4bciEWCPPeR2UiVloDyUc5,EDM,0.055,0.613,210307,0.765,0,9,0.205,-2.974,0,0.057,144.893,0.335
You Know You Like It,"DJ Snake, AlunaGeorge",57kR5SniQIbsbVoIjjOUDa,EDM,0.011,0.426,247267,0.722,0,5,0.262,-5.369,0,0.196,196.133,0.25
Overload - The Chainsmokers Remix,Life of Dillon,18KDpXD6e2UGRA5ORND1CU,EDM,0.004,0.72,197016,0.587,0,8,0.109,-6.458,1,0.032,130.018,0.313
Dollhouse - Jai Wolf Remix,Melanie Martinez,3uRZdsfjv6aWD7OV6VQPz6,EDM,0.375,0.651,248527,0.453,0,0,0.347,-9.595,0,0.027,140.003,0.39
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",4KcVVhAaHxqtX2ANt4b3tc,EDM,0.003,0.713,176561,0.79,0.001,7,0.485,-4.602,0,0.057,98.011,0.308
Sweet Escape,"Alesso, Sirena",6vPJvkEuWZPcv58NnQ3dBR,EDM,0.072,0.572,232533,0.839,0,2,0.197,-3.865,1,0.04,126.029,0.516
What If I Go? (feat. Bonzai),"Mura Masa, Bonzai",3LjEaWzh33DiR8MtrVbJnI,EDM,0.375,0.487,200550,0.623,0,7,0.308,-7.388,1,0.464,200.155,0.894
Firefly,"Mura Masa, Nao",79nopNMm3rJSUfQfMkG0Ur,EDM,0.415,0.793,228000,0.449,0,10,0.064,-9.243,1,0.136,109.982,0.46
Is It Love,"3LAU, Yeah Boy",2ig0x2zNvcOugS1Z0YCnHb,EDM,0.067,0.643,228960,0.742,0.004,9,0.161,-7.2,1,0.041,125.001,0.294
Roses,"The Chainsmokers, ROZES",3vv9phIu6Y1vX3jcqaGz5Z,EDM,0.044,0.713,226739,0.802,0.004,4,0.309,-7.055,1,0.056,100.001,0.343
Our Story - Radio Edit,Mako,4nP6jRqPZjFGDfBZpwxwh2,EDM,0.172,0.513,208125,0.689,0,8,0.248,-3.548,1,0.036,128.097,0.41
All Time Low,Jon Bellion,5wQRNkb7OhzJoT1P0OZ4Rw,EDM,0.389,0.672,221333,0.386,0,0,0.084,-9.715,1,0.264,90.082,0.529
Into The Sunset,Mako,02E0dSRldGrrrJyTY7O4uA,EDM,0.476,0.435,207581,0.726,0,10,0.266,-6.153,1,0.137,123.938,0.609
Is It Love - Arty Remix,"3LAU, Yeah Boy, ARTY",1qJhb6zftFI5PT39nL84vw,EDM,0.004,0.454,202510,0.846,0,1,0.105,-4.577,0,0.076,128.064,0.216
Emotional,"Flux Pavilion, Matthew Koma",4yNoaxUJjnP50AXYoAZx4S,EDM,0.003,0.493,235276,0.865,0.276,11,0.107,-4.672,0,0.061,150.003,0.43
Do Or Die (feat. Childish Gambino),"Flux Pavilion, Childish Gambino",2BTPW7osibjN9gFDRY4mYN,EDM,0,0.624,245091,0.83,0,11,0.306,-5.018,0,0.121,145.146,0.432
I Can't Stop,Flux Pavilion,5WSL7UTa38jMWoBzObD4BD,EDM,0.001,0.524,305786,0.601,0.601,0,0.398,-13.399,0,0.034,139.972,0.314
How To Love (feat. Sofia Reyes),"Cash Cash, Sofia Reyes",2VYiQ9ijG3NER2aevaxzDi,EDM,0.148,0.673,219240,0.894,0,0,0.141,-2.73,1,0.059,118.894,0.63
This Is Love,"Tritonal, Chris Ramos, Shanahan",1ToVEMXEqUKg8dTURvVZy8,EDM,0.084,0.466,218906,0.786,0,4,0.563,-3.387,0,0.058,127.838,0.357
This Is What You Came For - Dillon Francis Remix,"Calvin Harris, Rihanna, Dillon Francis",1GJLqaSf3YAHzHlnrFjeCS,EDM,0.014,0.681,223000,0.915,0.001,9,0.127,-2.862,0,0.048,139.978,0.474
In My Head,Galantis,1PBk2knn4anq0vaS5KGDG2,EDM,0.006,0.548,221066,0.895,0.018,0,0.108,-2.794,1,0.039,127.829,0.616
You,Galantis,7gUg4GdOA6Y6yRDe36GIjK,EDM,0.008,0.184,221286,0.871,0.167,8,0.15,-3.245,0,0.066,127.972,0.21
All I Wanna Do,Martin Jensen,0BiGd2FNDQ0eh79ZHfp6tS,EDM,0.148,0.728,194360,0.794,0,1,0.069,-3.992,1,0.064,112.071,0.523
Alone,Marshmello,12mGwph2YzDIlChtq3EdXP,EDM,0.024,0.636,273803,0.953,0.016,2,0.108,-3.74,1,0.035,142.011,0.397
Weekend - Jai Wolf Remix,"Mocki, Jai Wolf",56uve6ghEMpAuEF5QTlTs2,EDM,0.279,0.75,249161,0.664,0,0,0.11,-7.771,1,0.046,140.055,0.595
I Got U,"Duke Dumont, Jax Jones",69gQgkobVW8bWjoCjBYQUd,EDM,0.004,0.647,285596,0.762,0.006,0,0.088,-7.765,1,0.036,120.832,0.451
You (feat. Katelyn Tarver) - Evan Berg Remix Edit,"Lost Kings, Katelyn Tarver, Evan Berg",4wxalzIz8Xl8gIYgQfxs4y,EDM,0.03,0.576,220167,0.791,0,9,0.079,-3.376,1,0.046,90.05,0.286
The Wave (feat. Madcon),"Matoma, Madcon",2aE5Nih0DGEVWhA9BVsiua,EDM,0.017,0.684,178000,0.602,0,10,0.113,-7.685,1,0.119,99.946,0.209
How You Love Me,"3LAU, Bright Lights",1nas007nDbzLwDGwvMdz79,EDM,0.182,0.513,210469,0.803,0,1,0.34,-3.635,1,0.082,127.927,0.292
Feels - Jai Wolf Remix,"Kiiara, Jai Wolf",57rOXabUKgkrwHPSqzo4s5,EDM,0.463,0.556,270222,0.762,0,1,0.096,-1.961,0,0.03,135.013,0.225
When We Were Young,"Dillon Francis, Sultan + Shepard , The Chain Gang Of 1974",1M9VOufdrCQS1SrsfbjznO,EDM,0.001,0.588,199640,0.842,0,1,0.313,-4.304,1,0.045,128.032,0.46
Cold Water (feat. Justin Bieber & MØ),"Major Lazer, Justin Bieber, MØ",7zsXy7vlHdItvUSH8EwQss,EDM,0.055,0.602,185360,0.797,0,6,0.187,-5.084,0,0.053,92.928,0.492
Light It Up (feat. Nyla & Fuse ODG) [Remix],"Major Lazer, Nyla, Fuse ODG",40MkEbKzuSW9ET6HBngqnK,EDM,0.038,0.747,166138,0.877,0.001,9,0.233,-3.782,0,0.066,107.991,0.752
Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",4vS8VaBwJJV5Ry7UFIQuoo,EDM,0.003,0.723,176561,0.809,0.001,7,0.565,-3.081,0,0.063,98.007,0.274
Let Me Love You,"DJ Snake, Justin Bieber",0lYBSQXN6rCTvUZvg9S0lU,EDM,0.077,0.652,205947,0.713,0,8,0.144,-5.311,1,0.037,100.023,0.152
The Half,"DJ Snake, Jeremih, Young Thug, Swizz Beatz",69bDRy5MeWQl1lNeEJQIBE,EDM,0.011,0.705,217373,0.705,0,11,0.643,-3.393,1,0.12,170.031,0.445
Powerful (feat. Ellie Goulding & Tarrus Riley),"Major Lazer, Ellie Goulding, Tarrus Riley",37jalmkAdkohJQj98FGU7r,EDM,0.133,0.402,206920,0.794,0,11,0.133,-3.982,0,0.125,195.058,0.702
"Boom (feat. MOTi, TY Dolla $ign, Wizkid, & Kranium)","Major Lazer, MOTi, Ty Dolla $ign, WizKid, Kranium",56pOVpGoStk1PQpLGIyKmP,EDM,0.003,0.704,186448,0.784,0,7,0.419,-4.463,0,0.142,100.083,0.656
"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)","Major Lazer, Travis Scott, 2 Chainz, Pusha T, Mad Cobra",2SKwCzTG3flzBqYQhGWj8J,EDM,0.076,0.63,233333,0.888,0,11,0.26,-2.388,0,0.1,141.019,0.561
Don't Let Me Down - Illenium Remix,"The Chainsmokers, Daya, ILLENIUM",1yNbAK2NOZkJO0M1E7KpL6,EDM,0.075,0.428,218933,0.656,0.181,11,0.15,-3.712,1,0.075,79.648,0.355
Colors - Audien Remix,"Halsey, Audien",3WtCu35qpzGCLIGa8pczdu,EDM,0.062,0.631,270222,0.886,0,1,0.098,-2.016,1,0.117,135.032,0.672
Whole Lotta Lovin',"Mustard, Travis Scott",01gNiOqg8u7vT90uVgOVmz,EDM,0.154,0.438,299160,0.399,0,4,0.065,-8.752,0,0.062,160.159,0.405
Insomnia,"Audien, Parson James",2f4aFQQtbJ5EciN4pCC63S,EDM,0.131,0.621,214230,0.843,0,6,0.143,-1.55,1,0.093,127.991,0.528
Cool,"Alesso, Roy English",7vhOZ7D4z03Y0tYkxFAG15,EDM,0.034,0.525,221399,0.857,0,6,0.443,-2.413,0,0.032,128.016,0.515
Don't Look Down,"Martin Garrix, Usher",5M9jOReAKGZ2AttVefFjTY,EDM,0.004,0.575,223140,0.831,0,0,0.111,-5.972,1,0.036,127.991,0.377
"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)","DJ Khaled, Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future, Rick Ross",4VJ7mnW4wjjIgPBM6KWvPu,EDM,0.017,0.412,325615,0.548,0,10,0.181,-6.981,1,0.243,81.293,0.176
Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",66hayvUbTotekKU3H4ta1f,EDM,0.041,0.432,250286,0.781,0,4,0.079,-4.038,0,0.057,139.432,0.197
To Ü (feat. AlunaGeorge),"Jack Ü, Skrillex, Diplo, AlunaGeorge",3UgSQu6WwrXfKKDq019IHE,EDM,0.134,0.485,237000,0.928,0,10,0.217,-3.451,0,0.445,160.165,0.348
Shelter,"Porter Robinson, Madeon",3ISYGHoYnu4gos6JNMfL4z,EDM,0.003,0.276,218965,0.796,0,0,0.184,-4.499,1,0.058,199.526,0.26
Summer,Marshmello,1Hk0QRlUFCHYG6zIvUh0Xd,EDM,0.007,0.583,233239,0.748,0.024,6,0.22,-4.798,1,0.029,142.029,0.254
Weight in Gold - Ekali Remix,"Gallant, Ekali",4mRpWePw7B8ePqfP7aMD7S,EDM,0.307,0.458,199714,0.579,0,2,0.159,-4.513,0,0.218,131.917,0.195
All We Know,"The Chainsmokers, Phoebe Ryan",2rizacJSyD9S1IQUxUxnsK,EDM,0.097,0.662,194080,0.586,0.003,0,0.115,-8.821,1,0.031,90,0.296
Spirals (feat. King Deco),"Sound Remedy, ILLENIUM, King Deco",6XtSFFAy65MocQiaHMj2bp,EDM,0.019,0.229,361500,0.557,0,1,0.185,-5.507,1,0.036,135.029,0.056
My Way,Calvin Harris,1vvNmPOiUuyCbgWmtc6yfm,EDM,0.094,0.819,219160,0.913,0,4,0.161,-3.059,0,0.043,119.989,0.536
You're On (feat. Kyan),"Madeon, Kyan",4PTPZeJlK1rYlYr6bf11hk,EDM,0.023,0.49,192720,0.914,0,10,0.793,-3.202,1,0.167,100.1,0.241
Pay No Mind (feat. Passion Pit),"Madeon, Passion Pit",3rsq3qtqNBId48c0IVraTS,EDM,0.006,0.546,249440,0.852,0,1,0.159,-2.445,1,0.102,112.183,0.558
Hero (feat. Christina Perri),"Cash Cash, Christina Perri",0jPU39bL0SrCmYc1RwbFkX,EDM,0.063,0.47,197840,0.85,0,1,0.118,-2.825,0,0.036,149.876,0.148
Broken,"Tritonal, Jenaux, Adam Lambert",3NpncOG0HgkKbMAF8DTCma,EDM,0.008,0.591,207273,0.652,0,7,0.222,-7.347,1,0.034,110.006,0.231
