quadrant,track_name,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
"e>0.5, v<=0.5",Butterflies,30VHURM5NOfoZmqp2iKawS,Country,0.252,0.689,219053,0.614,0.000,4,0.178,-6.137,0,0.031,141.970,0.411
"e>0.5, v<=0.5",Chek,5SGYanjZguKYg5PgVzFsvR,Rap,0.199,0.879,202861,0.617,0.000,1,0.264,-6.333,1,0.254,144.399,0.345
"e>0.5, v<=0.5",All The Stars (with SZA),12SJpYZEdj4kzWZ8FPFg4Y,Pop,0.032,0.715,235540,0.620,0.014,5,0.088,-5.428,0,0.051,96.812,0.456
"e>0.5, v<=0.5",Maintain,1k9B8MqhGKbVV3dTpwUxn5,Rap,0.333,0.878,216240,0.620,0.000,2,0.391,-5.485,1,0.112,133.027,0.218
"e>0.5, v<=0.5",I Will Wait,2QYddNy8VSCk1mKP3eDN7H,Acoustic,0.235,0.363,247413,0.625,0.820,7,0.630,-7.518,1,0.081,148.967,0.209
"e>0.5, v<=0.5",Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,Rap,0.074,0.909,276147,0.628,0.000,2,0.108,-5.456,1,0.201,145.905,0.406
"e>0.5, v<=0.5",One Dance,0JoaFxLgrqbWutREzcZBzS,Pop,0.008,0.771,173975,0.629,0.003,1,0.356,-5.790,1,0.051,103.918,0.362
"e>0.5, v<=0.5",Say Something,1LhMopPAallLeaeNutqbgS,Pop,0.103,0.707,278893,0.632,0.000,10,0.084,-7.031,1,0.079,97.040,0.372
"e>0.5, v<=0.5",Say Something,09ts3GnICqYEU5PkQCpJK3,Country,0.103,0.707,278893,0.632,0.000,10,0.084,-7.031,1,0.079,97.040,0.372
"e>0.5, v<=0.5",Stay (with Alessia Cara),0dA2Mk56wEzDgegdC6R17g,Pop,0.232,0.679,210091,0.634,0.000,5,0.115,-5.024,0,0.065,102.013,0.498
"e>0.5, v<=0.5",Too Young,1GccVBNboZ77oSBMYaUpo2,Pop,0.271,0.602,237147,0.635,0.000,4,0.083,-6.526,0,0.052,123.050,0.225
"e>0.5, v<=0.5",The Long Way,1KTLLe980WR4RLKg74Ud6e,Country,0.265,0.488,208653,0.637,0.000,10,0.106,-7.630,1,0.040,88.872,0.230
"e>0.5, v<=0.5",Paris,15vzANxN8G9wWfwAJLLMCg,Pop,0.024,0.646,221520,0.644,0.000,2,0.089,-6.763,1,0.031,99.999,0.251
"e>0.5, v<=0.5",Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,Pop,0.096,0.708,201707,0.648,0.000,6,0.134,-5.626,1,0.045,143.955,0.338
"e>0.5, v<=0.5",Inside Out,7sG2bWi2eDtvX9vX8yC1Gn,EDM,0.003,0.545,233773,0.650,0.000,7,0.122,-5.853,0,0.032,143.937,0.121
"e>0.5, v<=0.5",The Middle,2ARqIya5NAuvFVHSN3bL0m,Pop,0.208,0.748,184732,0.652,0.000,7,0.128,-3.020,1,0.058,106.914,0.431
"e>0.5, v<=0.5",Bounce Out With That,5lZsh9Qf7CbHI9Fcc7Zcsq,Rap,0.037,0.865,97202,0.652,0.000,8,0.093,-8.218,1,0.105,94.946,0.372
"e>0.5, v<=0.5",Paramedic!,2tPcTFiQF9MbVUyjZ3zDhA,Rap,0.177,0.856,219307,0.652,0.000,1,0.193,-5.324,1,0.143,97.017,0.471
"e>0.5, v<=0.5",Eyes On You,2u7Nm46dAujcAi5Rw79CJL,Country,0.323,0.606,182493,0.652,0.000,9,0.201,-6.982,1,0.028,97.155,0.476
"e>0.5, v<=0.5",Firestone (feat. Conrad Sewell),2sNvitW3TxiTeC9xT9f2ZZ,EDM,0.408,0.486,273684,0.652,0.000,11,0.077,-7.226,0,0.052,113.055,0.391
"e>0.5, v<=0.5",Broken,3NpncOG0HgkKbMAF8DTCma,EDM,0.008,0.591,207273,0.652,0.000,7,0.222,-7.347,1,0.034,110.006,0.231
"e>0.5, v<=0.5",Don't Let Me Down - Illenium Remix,1yNbAK2NOZkJO0M1E7KpL6,EDM,0.075,0.428,218933,0.656,0.181,11,0.150,-3.712,1,0.075,79.648,0.355
"e>0.5, v<=0.5",Diamond Teeth Samurai,3tdGYraExDxOA5js4hVRbA,Rap,0.005,0.799,162488,0.659,0.000,10,0.130,-5.593,0,0.272,177.957,0.256
"e>0.5, v<=0.5",Alone (Feat. Big Sean & Stefflon Don),3tbNT2X5tfMIVeUflYbZUZ,Pop,0.016,0.445,207458,0.662,0.000,2,0.219,-4.802,0,0.181,200.040,0.479
"e>0.5, v<=0.5",Keeper of the Flame - Radio Edit,6Hey64wSB5r98RMd4ozzsy,Country,0.303,0.631,219945,0.662,0.000,6,0.170,-6.392,1,0.033,116.563,0.268
"e>0.5, v<=0.5",Outside Today,5Qx9hngUBr30JFrNua7yp4,Rap,0.139,0.851,129105,0.666,0.000,11,0.105,-5.334,0,0.069,134.068,0.059
"e>0.5, v<=0.5",Let It Go,1wpyVNJcutD5uYyjDreWaW,Acoustic,0.809,0.602,241840,0.667,0.892,8,0.109,-7.550,1,0.032,140.038,0.489
"e>0.5, v<=0.5",Pray For Me (with Kendrick Lamar),4ofvoCdXq99vpMZO4Cfp8x,Pop,0.081,0.728,211440,0.668,0.000,2,0.102,-5.020,1,0.126,100.537,0.162
"e>0.5, v<=0.5",Never Be the Same (feat. Kane Brown),0xk4woi8ENN8VWFDZTcF8h,Country,0.238,0.600,225539,0.671,0.000,0,0.164,-4.875,1,0.089,129.782,0.250
"e>0.5, v<=0.5",Spoil My Night (feat. Swae Lee),5VuxWXbt7XENQCtE9TzpTv,Rap,0.337,0.669,194560,0.675,0.000,1,0.109,-2.869,1,0.034,160.911,0.262
"e>0.5, v<=0.5",Never Be the Same - Radio Edit,0BlY60NrN0fFWbdW3RW40q,Pop,0.156,0.652,227077,0.682,0.000,0,0.121,-4.380,1,0.079,129.942,0.269
"e>0.5, v<=0.5",Survive Sunrise,60AxESWxEK77yFQ9DGeOFQ,Metal,0.000,0.147,207318,0.682,0.879,5,0.128,-8.325,1,0.046,101.544,0.119
"e>0.5, v<=0.5",Running Out,2H8LPaY3NSjmOFMH2Rygnz,EDM,0.086,0.601,211200,0.682,0.004,10,0.132,-5.905,1,0.034,94.999,0.170
"e>0.5, v<=0.5",Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY,Rap,0.547,0.691,262544,0.683,0.000,0,0.221,-7.335,1,0.095,140.002,0.456
"e>0.5, v<=0.5",Barbie Tingz,2qsQ8eVDPmobZpvDxQCVQu,Rap,0.085,0.917,191700,0.689,0.000,6,0.603,-6.225,1,0.264,102.414,0.443
"e>0.5, v<=0.5",Our Story - Radio Edit,4nP6jRqPZjFGDfBZpwxwh2,EDM,0.172,0.513,208125,0.689,0.000,8,0.248,-3.548,1,0.036,128.097,0.410
"e>0.5, v<=0.5",no tears left to cry,5SxkdsY1ufZzoq9iXceLw9,Pop,0.038,0.703,205947,0.696,0.000,0,0.274,-5.482,1,0.053,121.969,0.366
"e>0.5, v<=0.5",Until You Were Gone,12MqM3S0fTvR6X4Jt1Xvn6,EDM,0.054,0.577,215625,0.698,0.000,1,0.131,-4.773,1,0.045,128.061,0.324
"e>0.5, v<=0.5",Guatemala - From Swaecation,6sTDhYVVXU3HSDuG7mBLRU,Rap,0.185,0.849,256341,0.699,0.001,4,0.095,-5.193,0,0.057,100.989,0.078
"e>0.5, v<=0.5",The Half,69bDRy5MeWQl1lNeEJQIBE,EDM,0.011,0.705,217373,0.705,0.000,11,0.643,-3.393,1,0.120,170.031,0.445
"e>0.5, v<=0.5",Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,EDM,0.077,0.652,205947,0.713,0.000,8,0.144,-5.311,1,0.037,100.023,0.152
"e>0.5, v<=0.5",In My Blood,79jX8RM5CgPqDKdGEKNW9K,Pop,0.052,0.628,211600,0.715,0.000,5,0.119,-7.097,1,0.054,139.991,0.429
"e>0.5, v<=0.5",Let You Down,6mrKP2jyIQmM0rw6fQryjr,Pop,0.330,0.659,212120,0.716,0.000,5,0.173,-5.673,0,0.111,148.015,0.437
"e>0.5, v<=0.5",Sky Walker,1DRW9bQzt2SE8f7H4KJZyL,Pop,0.088,0.629,260077,0.717,0.000,6,0.358,-5.706,1,0.064,145.959,0.129
"e>0.5, v<=0.5","King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,Rap,0.001,0.563,229670,0.717,0.000,1,0.183,-5.186,1,0.337,82.064,0.427
"e>0.5, v<=0.5",Let Me Love You,4pdPtRcBmOSQDlJ3Fk945m,Pop,0.078,0.476,205947,0.718,0.000,8,0.122,-5.309,1,0.058,199.864,0.142
"e>0.5, v<=0.5",Hooked,6LF5IVPG7xBcvPgI6Bfcsl,Country,0.036,0.597,149293,0.721,0.000,9,0.083,-6.422,1,0.036,132.054,0.437
"e>0.5, v<=0.5",You Know You Like It,57kR5SniQIbsbVoIjjOUDa,EDM,0.011,0.426,247267,0.722,0.000,5,0.262,-5.369,0,0.196,196.133,0.250
"e>0.5, v<=0.5",66,6tarvNiKnEjYMj1VZhlDqR,Rap,0.046,0.667,153475,0.723,0.000,5,0.213,-4.310,0,0.270,148.057,0.251
"e>0.5, v<=0.5",Him & I (with Halsey),3YU6vJbjYUG0tiJyXf9x5V,Pop,0.053,0.589,268867,0.731,0.000,2,0.308,-6.343,1,0.087,87.908,0.191
"e>0.5, v<=0.5",Hearts Ain't Gonna Lie (with Jonas Blue),1bfPwJtmZdqv6MPY5Wr7eH,Pop,0.086,0.438,201264,0.731,0.000,6,0.130,-4.566,0,0.060,92.958,0.466
"e>0.5, v<=0.5",Smoke Filled Room,4f13AaRyukUTWleyKXaRDh,EDM,0.024,0.574,195503,0.731,0.000,11,0.078,-4.582,1,0.066,127.925,0.402
"e>0.5, v<=0.5",Cry Pretty,47gqRMoIkFm7Rac86xZVh7,Country,0.005,0.351,246467,0.736,0.000,6,0.109,-3.318,1,0.046,140.299,0.237
"e>0.5, v<=0.5",Stay,7gBj0VgcuAgkXkiRRYvSmK,EDM,0.044,0.648,239465,0.736,0.000,8,0.171,-7.948,1,0.039,103.027,0.378
"e>0.5, v<=0.5",Middle,2bKhIGdMdcqCqQ2ZhSv5nE,EDM,0.018,0.564,220573,0.737,0.000,9,0.054,-4.079,1,0.041,104.764,0.211
"e>0.5, v<=0.5",Scars To Your Beautiful,42ydLwx4i5V49RXHOozJZq,Pop,0.029,0.573,230227,0.739,0.000,0,0.111,-5.740,1,0.129,97.085,0.451
"e>0.5, v<=0.5",Blackout - Radio Edit,2qJLp4SATqV1OP5IDN7SMl,EDM,0.233,0.529,211690,0.739,0.001,7,0.112,-2.620,0,0.030,141.889,0.183
"e>0.5, v<=0.5",Leaving You,22qUyTlEvJf6DAlyQjMADe,EDM,0.021,0.638,212427,0.740,0.000,9,0.142,-4.928,0,0.058,128.045,0.454
"e>0.5, v<=0.5",Sacrifice Me,3jB905z3Niu90ooF1bu3IN,Metal,0.000,0.238,245982,0.741,0.000,4,0.096,-6.798,0,0.040,187.767,0.415
"e>0.5, v<=0.5",Is It Love,2ig0x2zNvcOugS1Z0YCnHb,EDM,0.067,0.643,228960,0.742,0.004,9,0.161,-7.200,1,0.041,125.001,0.294
"e>0.5, v<=0.5",Say My Name (feat. Zyra),1LeItUMezKA1HdCHxYICed,EDM,0.004,0.749,262957,0.745,0.395,6,0.075,-7.367,0,0.048,115.048,0.347
"e>0.5, v<=0.5",Everyday,6zOhgKfbMiQWToE6K13s2s,Pop,0.043,0.675,204827,0.748,0.000,1,0.079,-3.947,1,0.039,149.923,0.469
"e>0.5, v<=0.5",Summer,1Hk0QRlUFCHYG6zIvUh0Xd,EDM,0.007,0.583,233239,0.748,0.024,6,0.220,-4.798,1,0.029,142.029,0.254
"e>0.5, v<=0.5",I Got U,69gQgkobVW8bWjoCjBYQUd,EDM,0.004,0.647,285596,0.762,0.006,0,0.088,-7.765,1,0.036,120.832,0.451
"e>0.5, v<=0.5",Feels - Jai Wolf Remix,57rOXabUKgkrwHPSqzo4s5,EDM,0.463,0.556,270222,0.762,0.000,1,0.096,-1.961,0,0.030,135.013,0.225
"e>0.5, v<=0.5","Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",4bciEWCPPeR2UiVloDyUc5,EDM,0.055,0.613,210307,0.765,0.000,9,0.205,-2.974,0,0.057,144.893,0.335
"e>0.5, v<=0.5",Sober,0GOJobsbOSIF99y6CGr5o6,Pop,0.263,0.558,203960,0.766,0.000,6,0.320,-5.953,0,0.231,96.281,0.182
"e>0.5, v<=0.5",Chun-Li,2gTYVoQCUh0QNUaFix01ld,Rap,0.307,0.643,191606,0.766,0.000,6,0.107,-4.788,0,0.384,97.092,0.463
"e>0.5, v<=0.5","Woman, Amen",4YX7OBp0yoMwC6eZNNg5ky,Country,0.001,0.563,180243,0.772,0.000,5,0.214,-6.737,1,0.059,119.909,0.394
"e>0.5, v<=0.5",A$AP Forever,1YmF9PvLhIISIANoMLIYGq,Rap,0.224,0.469,233061,0.780,0.000,10,0.130,-6.490,0,0.122,125.999,0.444
"e>0.5, v<=0.5",Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,EDM,0.041,0.432,250286,0.781,0.000,4,0.079,-4.038,0,0.057,139.432,0.197
"e>0.5, v<=0.5",KOD,7yotKA30dwTKNEGomV9ZsI,Rap,0.210,0.831,191437,0.782,0.000,0,0.113,-6.274,1,0.150,141.869,0.199
"e>0.5, v<=0.5",If I Lose Myself - Alesso vs OneRepublic,1hZk9dktp4yRFTm0TrycuH,EDM,0.219,0.523,214813,0.782,0.000,2,0.133,-4.846,1,0.041,125.998,0.164
"e>0.5, v<=0.5",This Is Love,1ToVEMXEqUKg8dTURvVZy8,EDM,0.084,0.466,218906,0.786,0.000,4,0.563,-3.387,0,0.058,127.838,0.357
"e>0.5, v<=0.5",Faux Pharaoh,73fRKpP43h62djNE8wJF2t,Metal,0.050,0.164,325613,0.789,0.000,9,0.206,-6.604,1,0.074,144.598,0.319
"e>0.5, v<=0.5",Lean On (feat. MØ & DJ Snake),4KcVVhAaHxqtX2ANt4b3tc,EDM,0.003,0.713,176561,0.790,0.001,7,0.485,-4.602,0,0.057,98.011,0.308
"e>0.5, v<=0.5",You (feat. Katelyn Tarver) - Evan Berg Remix Edit,4wxalzIz8Xl8gIYgQfxs4y,EDM,0.030,0.576,220167,0.791,0.000,9,0.079,-3.376,1,0.046,90.050,0.286
"e>0.5, v<=0.5",Disarm You (feat. Ilsey),3xQjivjUZ4KnUslduTEYKC,EDM,0.043,0.446,221133,0.793,0.000,5,0.159,-3.912,0,0.056,127.799,0.313
"e>0.5, v<=0.5",Untouchable,05dL7chWJaVjMJnGO1YCKk,EDM,0.066,0.542,228837,0.795,0.000,7,0.313,-3.131,1,0.038,128.959,0.251
"e>0.5, v<=0.5",Shelter,3ISYGHoYnu4gos6JNMfL4z,EDM,0.003,0.276,218965,0.796,0.000,0,0.184,-4.499,1,0.058,199.526,0.260
"e>0.5, v<=0.5",Be Right There,59ZSmCCe6Ao1qtptCqX9Tk,EDM,0.003,0.695,237051,0.797,0.112,7,0.664,-5.199,1,0.055,124.972,0.297
"e>0.5, v<=0.5",Cold Water (feat. Justin Bieber & MØ),7zsXy7vlHdItvUSH8EwQss,EDM,0.055,0.602,185360,0.797,0.000,6,0.187,-5.084,0,0.053,92.928,0.492
"e>0.5, v<=0.5",Chemical Solution,3J7DjOGqwhzdOyQt4zXUzF,Metal,0.000,0.555,240000,0.798,0.001,6,0.184,-6.356,0,0.036,138.026,0.403
"e>0.5, v<=0.5",Waste,3nPjOr3fbBHzsHNCWnEBC7,Metal,0.000,0.147,199347,0.799,0.845,0,0.252,-5.877,1,0.076,162.785,0.093
"e>0.5, v<=0.5",Krokodil,34H4FAZ801AXdF9zpVsxqZ,Metal,0.000,0.129,246644,0.799,0.680,5,0.103,-6.735,1,0.058,89.462,0.335
"e>0.5, v<=0.5",Drunk Me,3N2AIfVOq6NiTcWHIP4Oco,Country,0.201,0.386,213024,0.799,0.000,2,0.103,-3.789,1,0.056,86.333,0.391
"e>0.5, v<=0.5",Roses,3vv9phIu6Y1vX3jcqaGz5Z,EDM,0.044,0.713,226739,0.802,0.004,4,0.309,-7.055,1,0.056,100.001,0.343
"e>0.5, v<=0.5",How You Love Me,1nas007nDbzLwDGwvMdz79,EDM,0.182,0.513,210469,0.803,0.000,1,0.340,-3.635,1,0.082,127.927,0.292
"e>0.5, v<=0.5",Get Along,2ZFrEp20VO25BXYhMxh0GW,Country,0.100,0.602,199627,0.805,0.000,7,0.172,-6.079,1,0.047,92.401,0.322
"e>0.5, v<=0.5",Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,EDM,0.007,0.506,227074,0.805,0.002,1,0.086,-4.119,1,0.047,126.008,0.383
"e>0.5, v<=0.5",Wolves,0tBbt8CrmxbjRP0pueQkyU,Pop,0.129,0.720,197993,0.807,0.000,11,0.183,-4.590,0,0.043,124.946,0.305
"e>0.5, v<=0.5",Now Or Never - Radio Edit,5cr2MqXUs0TGaDByQnKVnX,EDM,0.108,0.527,251250,0.809,0.010,6,0.104,-4.037,0,0.042,127.925,0.309
"e>0.5, v<=0.5",Lean On (feat. MØ & DJ Snake),4vS8VaBwJJV5Ry7UFIQuoo,EDM,0.003,0.723,176561,0.809,0.001,7,0.565,-3.081,0,0.063,98.007,0.274
"e>0.5, v<=0.5",Thunder,0tKcYR2II1VCQWT79i5NrW,Pop,0.007,0.600,187147,0.810,0.210,0,0.155,-4.749,1,0.048,167.880,0.298
"e>0.5, v<=0.5",Do Or Die (feat. Childish Gambino),2BTPW7osibjN9gFDRY4mYN,EDM,0.000,0.624,245091,0.830,0.000,11,0.306,-5.018,0,0.121,145.146,0.432
"e>0.5, v<=0.5",Don't Look Down,5M9jOReAKGZ2AttVefFjTY,EDM,0.004,0.575,223140,0.831,0.000,0,0.111,-5.972,1,0.036,127.991,0.377
"e>0.5, v<=0.5",Anchor,69mlHIPayAZVzC32RaVty5,EDM,0.008,0.536,216923,0.832,0.000,8,0.054,-3.762,1,0.041,130.069,0.175
"e>0.5, v<=0.5",Something Better,33lXq3csEWwYNn6x0sM3Et,EDM,0.062,0.561,212619,0.837,0.000,2,0.254,-2.563,1,0.066,126.012,0.445
"e>0.5, v<=0.5",When We Were Young,1M9VOufdrCQS1SrsfbjznO,EDM,0.001,0.588,199640,0.842,0.000,1,0.313,-4.304,1,0.045,128.032,0.460
"e>0.5, v<=0.5",Is It Love - Arty Remix,1qJhb6zftFI5PT39nL84vw,EDM,0.004,0.454,202510,0.846,0.000,1,0.105,-4.577,0,0.076,128.064,0.216
"e>0.5, v<=0.5",Lose Yourself,3YYz8UgH5wK8JzUg0N7vM6,Metal,0.002,0.398,309241,0.847,0.000,2,0.105,-4.234,1,0.082,171.032,0.147
"e>0.5, v<=0.5",All We Need (feat. Shy Girls),5jnp8E61wcoF6qIEtDHQnJ,EDM,0.004,0.644,211200,0.848,0.017,4,0.063,-4.952,0,0.051,99.989,0.283
"e>0.5, v<=0.5",Rearview Town,3yHTTHbT058Ow0favhZO38,Country,0.023,0.526,184173,0.850,0.000,10,0.095,-4.470,0,0.031,141.973,0.338
"e>0.5, v<=0.5",Hero (feat. Christina Perri),0jPU39bL0SrCmYc1RwbFkX,EDM,0.063,0.470,197840,0.850,0.000,1,0.118,-2.825,0,0.036,149.876,0.148
"e>0.5, v<=0.5",Smells Like Teen Spirit,3FT92lQ7y5LzT2QOlhuwTg,Acoustic,0.157,0.497,247600,0.857,0.936,4,0.100,-5.525,0,0.056,115.989,0.166
"e>0.5, v<=0.5",Emotional,4yNoaxUJjnP50AXYoAZx4S,EDM,0.003,0.493,235276,0.865,0.276,11,0.107,-4.672,0,0.061,150.003,0.430
"e>0.5, v<=0.5",Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,Pop,0.157,0.532,208373,0.869,0.005,11,0.136,-5.094,1,0.172,159.803,0.422
"e>0.5, v<=0.5",Country Heroes,5akgD0VyDme6NGXi57DfqP,Metal,0.000,0.336,221920,0.870,0.329,9,0.053,-4.893,1,0.087,130.127,0.044
"e>0.5, v<=0.5",Us,6RXdg3NwyLU5pHUwkZq6VA,EDM,0.009,0.643,195333,0.870,0.000,11,0.058,-5.035,1,0.057,124.961,0.193
"e>0.5, v<=0.5",You,7gUg4GdOA6Y6yRDe36GIjK,EDM,0.008,0.184,221286,0.871,0.167,8,0.150,-3.245,0,0.066,127.972,0.210
"e>0.5, v<=0.5","So Long, And Thanks For All The Fish",4R5kwDx0ryIMiK2PKqbNVY,Metal,0.001,0.500,266093,0.873,0.061,2,0.072,-3.869,1,0.037,130.048,0.325
"e>0.5, v<=0.5",Candyman,0NWQTyapmz4GuDTSN9xTB7,EDM,0.023,0.573,178920,0.875,0.000,2,0.356,-4.057,0,0.052,149.974,0.235
"e>0.5, v<=0.5",Take Ü There (feat. Kiesza),2RpKh7kXSdO8NLrW9VQ46p,EDM,0.052,0.542,210000,0.879,0.000,6,0.171,-1.427,0,0.092,159.888,0.118
"e>0.5, v<=0.5",I Got You,1dbRZljBhUrIFrpLTXOXqq,Country,0.081,0.490,170440,0.880,0.000,7,0.103,-5.185,1,0.073,91.930,0.493
"e>0.5, v<=0.5",Surrogate,1NuxmVm3NykaYADimgML7v,Metal,0.000,0.513,261000,0.883,0.001,3,0.326,-4.093,0,0.046,119.975,0.253
"e>0.5, v<=0.5",A Meditation Upon Death,0rw4O9dcTXWYNygvsBHnab,Metal,0.000,0.105,347538,0.884,0.863,7,0.452,-8.288,1,0.063,177.732,0.227
"e>0.5, v<=0.5",Let You Go - Radio Edit,2Mh0jU5IyRTQfpyMnvki5Z,EDM,0.276,0.590,218973,0.887,0.000,5,0.080,-2.851,1,0.093,126.029,0.258
"e>0.5, v<=0.5",Keep It Mello (feat. Omar LinX),0Q3SC6kEhxYagDP3bFe5K9,EDM,0.001,0.686,243380,0.888,0.001,1,0.074,-3.348,1,0.086,142.015,0.108
"e>0.5, v<=0.5",Find Me,6aWiGv6hPG0o3ri7QHNs8t,EDM,0.000,0.557,180000,0.889,0.000,0,0.325,-4.045,1,0.050,142.015,0.173
"e>0.5, v<=0.5",Till It Hurts (feat. Ayden),6hJSH3jS9jG6khVclppBJw,EDM,0.001,0.550,188680,0.893,0.000,8,0.158,-4.048,1,0.031,144.982,0.278
"e>0.5, v<=0.5",Dropout,1PaejblOMlnQiMUUn85DBF,Metal,0.000,0.317,314994,0.894,0.028,2,0.081,-5.958,1,0.069,130.301,0.375
"e>0.5, v<=0.5",Fen of Shadows,0xGsgz7zJJwy2kNb3LEe1D,Metal,0.000,0.379,478507,0.898,0.469,4,0.484,-4.955,0,0.067,140.041,0.070
"e>0.5, v<=0.5",Juno,0AtM8eGmS8imRoJ9Y4La4E,Metal,0.006,0.584,312789,0.898,0.010,5,0.139,-6.352,0,0.048,108.009,0.260
"e>0.5, v<=0.5",Circle of Anger,6KXCrRVtuWbPms6DgE2cUu,Metal,0.006,0.177,239750,0.899,0.001,1,0.129,-6.522,1,0.055,60.002,0.464
"e>0.5, v<=0.5",Broken,5Cl9GDb0AyQnppRr6q7ldb,Metal,0.001,0.526,200311,0.903,0.000,2,0.111,-4.590,0,0.044,144.017,0.450
"e>0.5, v<=0.5",When Legends Rise,6wt1Y7oZoOPXTsG2calurz,Metal,0.000,0.437,172826,0.907,0.000,4,0.099,-4.284,0,0.245,124.033,0.477
"e>0.5, v<=0.5",Shotgun (feat. Rochelle),2LGfcxG9LcDOxnltIPE1Zq,EDM,0.013,0.664,193893,0.907,0.176,4,0.260,-3.213,0,0.033,144.956,0.226
"e>0.5, v<=0.5",Blame - R3HAB Trap Remix,0wRaAh1Km76Blq4qMJjjvN,EDM,0.029,0.614,212093,0.911,0.000,0,0.135,-4.102,0,0.044,141.941,0.175
"e>0.5, v<=0.5",Daggers of Black Haze,57n95eCpLXKEc6ww9Q2PKR,Metal,0.000,0.116,283529,0.914,0.775,4,0.128,-6.464,0,0.052,169.623,0.271
"e>0.5, v<=0.5",You're On (feat. Kyan),4PTPZeJlK1rYlYr6bf11hk,EDM,0.023,0.490,192720,0.914,0.000,10,0.793,-3.202,1,0.167,100.100,0.241
"e>0.5, v<=0.5",This Is What You Came For - Dillon Francis Remix,1GJLqaSf3YAHzHlnrFjeCS,EDM,0.014,0.681,223000,0.915,0.001,9,0.127,-2.862,0,0.048,139.978,0.474
"e<0.5, v>=0.5",Port Alex,5OPoGFel9ubOb09aQT55yw,Acoustic,0.860,0.606,142252,0.232,0.812,7,0.117,-18.124,1,0.093,177.822,0.641
"e<0.5, v>=0.5",Chime,3Zb3SXZdtyNA0Cdq0DWLeC,Acoustic,0.516,0.550,106286,0.327,0.819,1,0.115,-22.131,1,0.044,121.806,0.713
"e<0.5, v>=0.5",No Surprises,2EqLuzLRumAUy1A90UV2rz,Acoustic,0.939,0.753,242520,0.327,0.822,5,0.083,-14.524,1,0.067,139.987,0.552
"e<0.5, v>=0.5",Am I Wrong - Acoustic Guitar Version,4DQPbY5zjuRKDndrswinwP,Acoustic,0.672,0.828,183967,0.372,0.877,1,0.109,-10.967,0,0.091,121.027,0.569
"e<0.5, v>=0.5",Motiv8,1AT4xjNarTswd0UZ5FlmKF,Rap,0.135,0.869,133922,0.385,0.000,4,0.093,-7.801,1,0.297,149.897,0.596
"e<0.5, v>=0.5",All Time Low,5wQRNkb7OhzJoT1P0OZ4Rw,EDM,0.389,0.672,221333,0.386,0.000,0,0.084,-9.715,1,0.264,90.082,0.529
"e<0.5, v>=0.5",Sweet Child O' Mine,1OyrFYSp3fnpXakgTz4yxw,Acoustic,0.792,0.657,264720,0.399,0.913,7,0.151,-11.974,1,0.041,113.973,0.726
"e<0.5, v>=0.5",Make Me Feel,79GsUxLyzxgnN4I1E11dtO,Pop,0.132,0.859,194230,0.413,0.000,1,0.334,-7.399,1,0.182,115.035,0.697
"e<0.5, v>=0.5",Stay (Instrumental Version),7MfTO5QDPGGWD846Ar0Sva,Acoustic,0.436,0.796,215719,0.415,0.797,9,0.108,-13.755,0,0.051,120.999,0.572
"e<0.5, v>=0.5",Slow Hands,167NczpNbRF7oWakJaY3Hh,Pop,0.014,0.728,188174,0.426,0.000,0,0.055,-6.690,1,0.051,85.908,0.844
"e<0.5, v>=0.5",Written in the Sand,6usHXaTn54uwwozmH00d3X,Country,0.593,0.725,184080,0.437,0.000,6,0.084,-9.602,1,0.058,83.985,0.759
"e<0.5, v>=0.5",Stay (Instrumental),2WbkiKZxUoXd3ByUrUaRZo,Acoustic,0.995,0.671,242473,0.460,0.951,9,0.129,-13.887,0,0.049,112.003,0.775
"e<0.5, v>=0.5",Cool Kids (Instrumental Version),3AEV3hR5adfBog5CLhsWVS,Acoustic,0.909,0.761,242505,0.469,0.864,8,0.130,-7.674,1,0.056,130.076,0.554
"e<0.5, v>=0.5",The Lazy Song,2QI0djAPzksbQQiQZH5vqU,Acoustic,0.799,0.712,192836,0.481,0.830,11,0.084,-12.396,1,0.094,174.961,0.747
"e<=0.5, v<0.5","No Woman, No Cry (Arr. Kanneh-Mason)",1JUkO4vVk4LcvwP9sWBBRM,Acoustic,0.980,0.285,146019,0.023,0.146,2,0.117,-27.431,1,0.056,79.856,0.206
"e<=0.5, v<0.5",Skinny Love,2qhsUyXlhgQUfFNSR6ayuS,Acoustic,0.989,0.505,253567,0.029,0.895,6,0.099,-22.933,1,0.041,66.014,0.114
"e<=0.5, v<0.5",Let Her Go,2fIVdzd4JW4HnwzqrvCysf,Acoustic,0.989,0.257,192727,0.032,0.944,8,0.160,-23.030,1,0.042,205.506,0.268
